x,y,theta
-529.0,601.0,3.8775860816230887
-529.0,598.0,4.344183059665289
-526.0,709.0,2.8088700596120595
-526.0,706.0,2.979800637974405
-526.0,703.0,6.203852462376122
-526.0,700.0,3.104852969237714
-526.0,697.0,0.08592936281080871
-526.0,694.0,5.3809041418133186
-526.0,691.0,3.126260015118186
-526.0,688.0,2.481663787251119
-526.0,685.0,2.7415347115544066
-526.0,682.0,3.705979616309022
-526.0,679.0,4.14537419855647
-526.0,676.0,6.230420027979175
-526.0,625.0,4.12742303535518
-526.0,622.0,0.4607363022353434
-526.0,619.0,4.075267887639076
-526.0,616.0,5.377284164872698
-526.0,613.0,6.116841678483621
-526.0,610.0,5.889763765563868
-526.0,607.0,5.743206901228016
-526.0,604.0,2.149329688884253
-526.0,601.0,1.0892463325072563
-526.0,598.0,2.3471152550488563
-523.0,706.0,2.9732651311267975
-523.0,703.0,5.7720286120720194
-523.0,700.0,5.451609898479751
-523.0,697.0,0.7136741500752817
-523.0,694.0,3.8092750884598243
-523.0,691.0,0.13441218428378596
-523.0,688.0,5.200879461775921
-523.0,685.0,2.908144426043887
-523.0,682.0,4.828867277368309
-523.0,679.0,4.737941450126802
-523.0,676.0,6.063695218387887
-523.0,673.0,0.6380231708962825
-523.0,625.0,4.012058721565156
-523.0,622.0,0.6037493259026814
-523.0,619.0,5.431528509828435
-523.0,616.0,1.866192873240583
-523.0,613.0,1.3501260261606447
-523.0,610.0,4.217617056793402
-523.0,607.0,0.2732414076878373
-523.0,604.0,3.969257767770086
-523.0,601.0,4.342274625489286
-523.0,598.0,5.755692099627756
-520.0,703.0,1.5975005048598825
-520.0,700.0,0.6449958430088237
-520.0,697.0,4.6628750599275435
-520.0,694.0,4.874914470033706
-520.0,691.0,1.781698229960784
-520.0,688.0,2.3636073437787677
-520.0,685.0,2.0084430281962966
-520.0,682.0,4.125884058311358
-520.0,679.0,1.5579126883424774
-520.0,676.0,1.349477818554874
-520.0,673.0,1.6633245171144155
-520.0,643.0,2.4202278407236744
-520.0,640.0,1.9651393259721472
-520.0,637.0,3.327498162630421
-520.0,634.0,3.1519926411778223
-520.0,631.0,5.63126234940527
-520.0,628.0,2.994935526494711
-520.0,625.0,0.5984485407332265
-520.0,622.0,0.30930416253928134
-520.0,619.0,2.5473985988363483
-520.0,616.0,4.254160138815812
-520.0,613.0,5.449903736351107
-520.0,610.0,1.4477653796365555
-520.0,607.0,5.101929068139622
-520.0,604.0,3.6284331241468233
-520.0,601.0,2.5987424889237505
-520.0,598.0,1.3744068495757633
-517.0,700.0,2.565213472686453
-517.0,697.0,2.3538355259716925
-517.0,694.0,0.08280796270166312
-517.0,691.0,0.7220199720974405
-517.0,688.0,0.6537852580178105
-517.0,685.0,4.975137467042398
-517.0,682.0,0.509238198740885
-517.0,679.0,0.871418643803847
-517.0,676.0,0.7287639984357953
-517.0,673.0,0.0515409314495199
-517.0,670.0,5.1661081182555115
-517.0,646.0,1.3045947263124675
-517.0,628.0,0.02758400259812897
-517.0,625.0,2.5682903125942564
-517.0,622.0,2.1078644594066045
-517.0,619.0,3.1898092119847163
-517.0,616.0,6.0303068409798115
-517.0,613.0,2.7705198125377843
-517.0,610.0,4.623538735385368
-517.0,607.0,4.311460503155837
-517.0,604.0,3.915011941437138
-517.0,601.0,0.6396877917909254
-517.0,598.0,1.211897210160715
-514.0,697.0,3.498681765269429
-514.0,694.0,5.667154511465684
-514.0,691.0,1.00706253282701
-514.0,688.0,3.8789134711318396
-514.0,685.0,4.805792344294574
-514.0,682.0,0.14277936876590536
-514.0,679.0,1.7079760746590948
-514.0,676.0,1.703481171729509
-514.0,673.0,2.0957602162416977
-514.0,670.0,6.0732074958762725
-514.0,667.0,3.1559781362918056
-514.0,625.0,0.0560786375982005
-514.0,622.0,4.8191915512178465
-514.0,619.0,2.9220665660283864
-514.0,616.0,6.257502219126503
-514.0,613.0,5.459454187287004
-514.0,610.0,1.8355759137968921
-514.0,607.0,2.6205832291843825
-514.0,604.0,0.10334732016181815
-514.0,601.0,3.4548663428956607
-514.0,598.0,5.4225746872803695
-511.0,694.0,5.060471429407773
-511.0,691.0,1.3039427447287888
-511.0,688.0,1.6594936859369809
-511.0,685.0,3.632962992020266
-511.0,682.0,1.2154234377716617
-511.0,679.0,6.138678473740508
-511.0,676.0,1.8259465920954232
-511.0,673.0,3.4200048994135246
-511.0,670.0,2.9840370647639816
-511.0,667.0,6.115367795293582
-511.0,664.0,5.615967989455999
-511.0,634.0,5.043717039834561
-511.0,628.0,1.26200991574633
-511.0,625.0,0.3960696846706776
-511.0,622.0,2.3818672496603135
-511.0,619.0,1.0309997990606379
-511.0,616.0,0.2286713141546782
-511.0,613.0,5.963926432836801
-511.0,610.0,3.1903905151281022
-511.0,607.0,2.8120314469090704
-511.0,604.0,5.826703377686686
-511.0,601.0,2.5414429909363307
-511.0,598.0,4.703148462032592
-511.0,-161.0,4.746944994968227
-511.0,-164.0,0.6191364689769483
-508.0,691.0,2.704315332800101
-508.0,688.0,1.5381301574259714
-508.0,685.0,5.214515044762087
-508.0,682.0,4.939051553619789
-508.0,679.0,3.059597595622452
-508.0,676.0,4.734820228804822
-508.0,673.0,4.590860730352635
-508.0,670.0,5.738398008396034
-508.0,667.0,4.526051823380497
-508.0,664.0,2.4821725665790906
-508.0,634.0,0.0023636886025413285
-508.0,628.0,0.6134524413027733
-508.0,625.0,3.7905435553337927
-508.0,622.0,1.8680650814382422
-508.0,619.0,3.274104107694262
-508.0,616.0,5.361359316203773
-508.0,613.0,5.592895496880725
-508.0,610.0,4.743574454269141
-508.0,607.0,0.9239356992733827
-508.0,604.0,1.6719248891634984
-508.0,601.0,4.576329906767324
-508.0,598.0,5.000180570381215
-508.0,-143.0,2.3788972281723404
-508.0,-146.0,3.997213480622446
-508.0,-149.0,6.00315369923632
-508.0,-152.0,0.3542075806136289
-508.0,-155.0,4.143808698960286
-508.0,-158.0,6.235789150426793
-508.0,-161.0,4.128670921553116
-508.0,-164.0,4.797576521984907
-508.0,-167.0,2.2393903558220134
-508.0,-170.0,4.418019818948805
-508.0,-173.0,2.8582458614625468
-508.0,-176.0,4.805249050955765
-508.0,-179.0,3.9374186481921627
-508.0,-182.0,4.212940963608245
-505.0,688.0,0.5896523772666991
-505.0,685.0,2.1144533415608686
-505.0,682.0,1.3484346889266083
-505.0,679.0,3.100890918600903
-505.0,676.0,5.839541109652983
-505.0,673.0,2.1668427831544372
-505.0,670.0,5.085683204271703
-505.0,667.0,1.6631520258606183
-505.0,664.0,1.1385529455828198
-505.0,661.0,3.093844564374799
-505.0,658.0,4.961295137795722
-505.0,643.0,2.8955646727750644
-505.0,640.0,2.1988900954545736
-505.0,637.0,0.6407254061167723
-505.0,634.0,5.638228271922895
-505.0,631.0,0.26828298969515174
-505.0,625.0,3.728677872705068
-505.0,622.0,3.679507198660251
-505.0,619.0,2.9602049371669192
-505.0,616.0,5.554011132268794
-505.0,613.0,5.91518183033999
-505.0,610.0,2.295275249141644
-505.0,607.0,6.039667105284015
-505.0,604.0,3.1042391055314997
-505.0,601.0,0.9273242700352874
-505.0,598.0,0.5892730821812563
-505.0,-137.0,6.124967931139641
-505.0,-140.0,2.8991514711260007
-505.0,-143.0,4.330011814839606
-505.0,-146.0,4.645225871241066
-505.0,-149.0,3.861751854831024
-505.0,-152.0,6.229236059654036
-505.0,-155.0,2.6386039107009713
-505.0,-158.0,0.23444272845148995
-505.0,-161.0,3.869348860496512
-505.0,-164.0,0.6620859122283499
-505.0,-167.0,1.5105285347127877
-505.0,-170.0,5.428877438585523
-505.0,-173.0,0.7303706648419719
-505.0,-176.0,4.756942402634748
-505.0,-179.0,3.9818807062236483
-505.0,-182.0,3.178946629950987
-502.0,685.0,5.684588725989054
-502.0,682.0,4.072870784022059
-502.0,679.0,4.720692141370811
-502.0,676.0,5.4305699979881
-502.0,673.0,3.596473638046875
-502.0,670.0,1.4901060632279122
-502.0,667.0,0.4857182670683693
-502.0,664.0,4.331983237594561
-502.0,661.0,3.5550468670214057
-502.0,658.0,0.7219341640392424
-502.0,655.0,2.960557915761159
-502.0,628.0,1.287330015374538
-502.0,625.0,1.1273819627631128
-502.0,622.0,2.2534544464320554
-502.0,619.0,5.428175782176219
-502.0,616.0,4.0634842973412
-502.0,613.0,4.981165805939487
-502.0,610.0,5.444826437808929
-502.0,607.0,1.1375234555199165
-502.0,604.0,5.671490027734971
-502.0,601.0,4.595132188656376
-502.0,598.0,5.6602024766316745
-502.0,-137.0,3.5285583609506346
-502.0,-140.0,5.537762239165357
-502.0,-143.0,3.9248450442160654
-502.0,-146.0,3.0945084536495884
-502.0,-149.0,4.01639682385342
-502.0,-152.0,5.001585187395194
-502.0,-155.0,2.348403424975942
-502.0,-158.0,5.883354716533886
-502.0,-161.0,4.247917302631688
-502.0,-164.0,4.753229351163123
-502.0,-167.0,5.243835495706439
-502.0,-170.0,6.009508018915721
-502.0,-173.0,2.067361776861496
-502.0,-176.0,5.855839069038056
-502.0,-179.0,5.164045899386674
-502.0,-182.0,1.797639789243152
-499.0,682.0,2.0820919681411483
-499.0,679.0,2.867514471382285
-499.0,676.0,5.336022536576875
-499.0,673.0,5.917373593343993
-499.0,670.0,2.9983838694003997
-499.0,667.0,3.02951979927539
-499.0,664.0,1.400478986029671
-499.0,661.0,5.557574156909209
-499.0,658.0,0.44888514329980217
-499.0,655.0,2.7766300796501007
-499.0,652.0,3.648787409965349
-499.0,643.0,1.9489543246500907
-499.0,628.0,2.5407869650179706
-499.0,625.0,4.290018774025034
-499.0,622.0,3.2639934637765906
-499.0,619.0,5.393450483992723
-499.0,616.0,5.3371704160303794
-499.0,613.0,2.300755847722308
-499.0,610.0,3.1076202469842147
-499.0,607.0,2.0534697381291265
-499.0,604.0,4.316861703696798
-499.0,601.0,3.7325179828737642
-499.0,598.0,2.0124690465531407
-499.0,-137.0,0.8423286871340774
-499.0,-140.0,3.18586456461816
-499.0,-143.0,4.209354567077746
-499.0,-146.0,3.4489474890926957
-499.0,-149.0,0.7313654305320356
-499.0,-152.0,0.5193608686559982
-499.0,-155.0,3.2028402774460636
-499.0,-158.0,3.827746716692828
-499.0,-161.0,3.083740248015799
-499.0,-164.0,1.3597076803269383
-499.0,-167.0,2.6708336596738063
-499.0,-170.0,5.518014590903341
-499.0,-173.0,0.8073935950814107
-499.0,-176.0,4.353391687326651
-499.0,-179.0,4.151163731830693
-499.0,-182.0,1.8770643239759668
-496.0,679.0,1.4737317489105897
-496.0,676.0,2.7708138627630166
-496.0,673.0,5.547830937687163
-496.0,670.0,1.845210972484125
-496.0,667.0,3.1127619659202788
-496.0,664.0,3.3563108109674396
-496.0,661.0,4.41709974187939
-496.0,658.0,3.20852110571138
-496.0,655.0,0.12549649311148545
-496.0,652.0,3.772614532298781
-496.0,649.0,0.0031245636018524675
-496.0,643.0,5.302894492192002
-496.0,625.0,1.0140878840325085
-496.0,622.0,4.975708525462217
-496.0,619.0,1.9472445347134597
-496.0,616.0,5.639221858280395
-496.0,613.0,0.9373637971064844
-496.0,610.0,3.822644010901395
-496.0,607.0,3.1138293259872545
-496.0,604.0,2.0739268417301284
-496.0,601.0,1.2914340195816592
-496.0,598.0,6.047113880697669
-496.0,-140.0,5.8383816718917885
-496.0,-143.0,5.206786754600716
-496.0,-146.0,1.58700192320057
-496.0,-149.0,0.9504004046215236
-496.0,-152.0,2.107654749404009
-496.0,-155.0,2.107363881886314
-496.0,-158.0,3.7377099364324393
-496.0,-161.0,3.416237432344804
-496.0,-164.0,3.1233599585508642
-496.0,-167.0,4.489497232945284
-496.0,-170.0,4.376914930227439
-496.0,-173.0,5.491743235519656
-496.0,-176.0,3.672132187060388
-496.0,-179.0,2.9278673190704527
-496.0,-182.0,2.8935981781540088
-493.0,676.0,3.0019421774122463
-493.0,673.0,2.2049901878412355
-493.0,670.0,5.606440468027303
-493.0,667.0,5.787785924059611
-493.0,664.0,2.12714364974346
-493.0,661.0,4.703247169037847
-493.0,658.0,0.8830373588359467
-493.0,655.0,0.6636240567303392
-493.0,652.0,5.679627708994065
-493.0,649.0,3.8692552285747213
-493.0,625.0,3.8432240041466126
-493.0,622.0,0.3022025594861861
-493.0,619.0,2.1147310511360597
-493.0,616.0,3.966012815163877
-493.0,613.0,4.466444894202322
-493.0,610.0,1.8389656532552463
-493.0,607.0,5.583652851048637
-493.0,604.0,0.871153260423418
-493.0,601.0,3.016272382121623
-493.0,598.0,1.1493674072217794
-493.0,595.0,5.361597271704059
-493.0,-140.0,2.546440822910941
-493.0,-143.0,2.731421061531283
-493.0,-146.0,4.846436194884103
-493.0,-149.0,4.3759412364522365
-493.0,-152.0,1.5745345006851303
-493.0,-155.0,1.2902983740014167
-493.0,-158.0,0.3827327117285424
-493.0,-161.0,0.14762264501828304
-493.0,-164.0,0.24996109034287883
-493.0,-167.0,4.143701001420874
-493.0,-170.0,1.615451963476009
-493.0,-173.0,3.898828602945671
-493.0,-176.0,3.750262831625014
-493.0,-179.0,3.7807923013724714
-493.0,-182.0,0.5627708557541634
-490.0,673.0,4.176754863673634
-490.0,670.0,3.1082965064126187
-490.0,667.0,1.1268958168867982
-490.0,664.0,3.5200102873280943
-490.0,661.0,5.311034099609531
-490.0,658.0,5.536743354782567
-490.0,655.0,0.25940981457169476
-490.0,652.0,4.871038584536422
-490.0,649.0,1.2613148409261843
-490.0,646.0,3.3755985104138633
-490.0,643.0,1.0673672042716735
-490.0,631.0,3.087335267711901
-490.0,628.0,5.9766143087388865
-490.0,625.0,0.09634201380705297
-490.0,622.0,2.22862894054388
-490.0,619.0,1.0623251371283362
-490.0,616.0,6.2497364974301055
-490.0,613.0,0.7718511011292898
-490.0,610.0,3.45267969112742
-490.0,607.0,2.075064801848809
-490.0,604.0,5.141214263122593
-490.0,601.0,0.6517381773506202
-490.0,598.0,3.3699734083331685
-490.0,595.0,1.8827975268633919
-490.0,-140.0,3.331792476526415
-490.0,-143.0,4.735096920714511
-490.0,-146.0,0.7619988789917524
-490.0,-149.0,0.5620126618035153
-490.0,-152.0,3.8654316806770197
-490.0,-155.0,3.596292183731248
-490.0,-158.0,4.089397778104003
-490.0,-161.0,1.5597127928486714
-490.0,-164.0,3.3901756241602565
-490.0,-167.0,4.692940063300791
-490.0,-170.0,0.9223763724741354
-490.0,-173.0,1.0100770078479535
-490.0,-176.0,5.8826126434422115
-490.0,-179.0,0.9430332775291492
-490.0,-182.0,2.6290705237645087
-490.0,-188.0,0.6010863523985867
-490.0,-191.0,6.269880684508198
-487.0,670.0,6.062122155791308
-487.0,667.0,0.1315806178451384
-487.0,664.0,1.8391416764965807
-487.0,661.0,1.1554111773052511
-487.0,658.0,2.396602623911043
-487.0,655.0,5.1662937577429515
-487.0,652.0,4.193239697767965
-487.0,649.0,1.663182793401336
-487.0,646.0,1.894211369393966
-487.0,643.0,0.4816787905594248
-487.0,640.0,0.8331587164990583
-487.0,634.0,5.12108195097089
-487.0,631.0,4.23666247314279
-487.0,628.0,4.781424407350578
-487.0,625.0,5.870218556206657
-487.0,622.0,3.7089476463637387
-487.0,619.0,4.862830530993195
-487.0,616.0,3.4846419034516973
-487.0,613.0,0.5571085411014088
-487.0,610.0,3.281589479826684
-487.0,607.0,1.5976382593298886
-487.0,604.0,1.1255988446696792
-487.0,601.0,0.4772801195678267
-487.0,598.0,5.374489857001909
-487.0,595.0,0.3827884094898165
-487.0,-140.0,0.6434906738257921
-487.0,-143.0,2.671053110094937
-487.0,-146.0,0.9375452543494026
-487.0,-149.0,2.0621572453365458
-487.0,-152.0,2.036488907970706
-487.0,-155.0,3.7591031995916064
-487.0,-158.0,1.3031731491082432
-487.0,-161.0,2.6295980169662254
-487.0,-164.0,3.836851556454587
-487.0,-167.0,1.3063579816534736
-487.0,-170.0,2.7475118232786246
-487.0,-173.0,0.3367389301190167
-487.0,-176.0,5.041867366514938
-487.0,-179.0,0.060637763949186164
-487.0,-182.0,1.906013495760143
-487.0,-185.0,0.4864481897268747
-484.0,667.0,4.970041908069131
-484.0,664.0,4.818035430309491
-484.0,661.0,4.331039151098113
-484.0,658.0,3.0221826415176145
-484.0,655.0,4.444014286099059
-484.0,652.0,1.9489059608341068
-484.0,649.0,1.5488304600666123
-484.0,646.0,0.13791437840120316
-484.0,643.0,1.3226714595406341
-484.0,640.0,5.415092162689618
-484.0,637.0,4.311052443253989
-484.0,634.0,0.7853783132194613
-484.0,631.0,5.097658038226838
-484.0,628.0,1.868194050261671
-484.0,625.0,0.4664973016953199
-484.0,622.0,5.240859627930274
-484.0,619.0,1.590060614647425
-484.0,616.0,2.616102033892592
-484.0,613.0,5.912479176172178
-484.0,610.0,1.5916272200467108
-484.0,607.0,1.9473118613385472
-484.0,604.0,2.081567010012637
-484.0,601.0,2.927177799574834
-484.0,598.0,4.423615504745806
-484.0,595.0,0.47351189776977776
-484.0,-140.0,5.03821139134137
-484.0,-143.0,1.1139915301443188
-484.0,-146.0,3.9926579933357473
-484.0,-149.0,0.058654124497968724
-484.0,-152.0,1.3330077214347509
-484.0,-155.0,0.5893724518941028
-484.0,-158.0,4.791893397928466
-484.0,-161.0,0.20274142835789843
-484.0,-164.0,0.8657536017387035
-484.0,-167.0,4.422685981610261
-484.0,-170.0,2.4028392930096154
-484.0,-173.0,1.5498307348354607
-484.0,-176.0,4.424619714386557
-484.0,-179.0,5.633455096739908
-484.0,-182.0,4.3408768311276775
-484.0,-185.0,4.798053504144718
-481.0,664.0,6.036249164126111
-481.0,661.0,0.9187474910256066
-481.0,658.0,3.710392703220473
-481.0,655.0,5.605407708248855
-481.0,652.0,4.307552622432307
-481.0,646.0,2.6096144773883347
-481.0,643.0,4.7529445277500075
-481.0,640.0,4.564356945889644
-481.0,637.0,3.278350979513074
-481.0,634.0,0.36761181296883255
-481.0,631.0,5.55793844885834
-481.0,628.0,3.193250252979427
-481.0,625.0,1.294921554711791
-481.0,622.0,4.517159607080958
-481.0,619.0,2.5477830363506757
-481.0,616.0,0.419427772429108
-481.0,613.0,5.817915046273196
-481.0,610.0,0.440069868807892
-481.0,607.0,1.0137387829620828
-481.0,604.0,5.245038810781899
-481.0,601.0,2.287869259034997
-481.0,598.0,3.2510172039921916
-481.0,595.0,5.781498709059422
-481.0,-140.0,4.374755277009634
-481.0,-143.0,2.5000195152883875
-481.0,-146.0,1.0477558065259338
-481.0,-149.0,2.4046194360895177
-481.0,-152.0,4.038557303016637
-481.0,-155.0,3.897510656917008
-481.0,-158.0,5.043142759717453
-481.0,-161.0,3.649447170777881
-481.0,-164.0,6.090155086962491
-481.0,-167.0,0.8072835401286512
-481.0,-170.0,4.33043772763993
-481.0,-173.0,5.245489798765007
-481.0,-176.0,2.0278022634181587
-481.0,-179.0,0.38741859456348104
-481.0,-182.0,3.486972908091116
-481.0,-185.0,2.537588242856381
-478.0,661.0,6.165792883271998
-478.0,658.0,1.0555545925996321
-478.0,655.0,1.4535985462011773
-478.0,652.0,4.89129852165481
-478.0,649.0,5.715203158238534
-478.0,643.0,5.278642414422196
-478.0,640.0,5.191039291424111
-478.0,637.0,1.9016199826402296
-478.0,634.0,5.962897337184419
-478.0,631.0,3.7156199814766357
-478.0,628.0,5.077629278817699
-478.0,625.0,4.324230682077578
-478.0,622.0,6.140379376467683
-478.0,619.0,1.04456433788627
-478.0,616.0,3.025038102575032
-478.0,613.0,5.987462742384998
-478.0,610.0,1.3939095712688485
-478.0,607.0,0.7259197118363658
-478.0,604.0,3.655257017641518
-478.0,601.0,5.9265787655987365
-478.0,598.0,1.9369166292966342
-478.0,595.0,2.368159772643514
-478.0,592.0,5.084140004593723
-478.0,-140.0,0.01681730524392846
-478.0,-143.0,5.379755583965055
-478.0,-146.0,3.381177340028527
-478.0,-149.0,5.663254194578494
-478.0,-152.0,4.401688786581886
-478.0,-155.0,2.988586181064977
-478.0,-158.0,6.1706164372359344
-478.0,-161.0,4.2226002443719945
-478.0,-164.0,3.666145947767568
-478.0,-167.0,0.9328071298900891
-478.0,-170.0,0.587463386463915
-478.0,-173.0,0.5173093420494593
-478.0,-176.0,5.362784204514487
-478.0,-179.0,4.387725060895389
-478.0,-182.0,3.1558319452282357
-478.0,-185.0,4.1140855310923525
-475.0,658.0,2.1346548664991487
-475.0,655.0,5.320023373972988
-475.0,652.0,2.714743309825798
-475.0,649.0,1.1490290226376199
-475.0,640.0,4.535568627166353
-475.0,637.0,0.7833765228849078
-475.0,634.0,5.177346002222753
-475.0,631.0,5.010114180705874
-475.0,628.0,5.286517205512924
-475.0,625.0,1.0384974399772224
-475.0,622.0,3.4711110678309387
-475.0,619.0,0.3586796803984578
-475.0,616.0,1.907818619726138
-475.0,613.0,5.096475529484961
-475.0,610.0,1.107723552829188
-475.0,607.0,0.9054547533857982
-475.0,604.0,1.1428413869636929
-475.0,601.0,1.0014727647002166
-475.0,598.0,1.2849090084276753
-475.0,595.0,1.0066943820362266
-475.0,592.0,4.119631240179692
-475.0,-140.0,4.063589912490881
-475.0,-143.0,0.3594358347605614
-475.0,-146.0,6.041738760162403
-475.0,-149.0,0.6887622235831299
-475.0,-152.0,5.352243649680949
-475.0,-155.0,2.2094397770101266
-475.0,-158.0,5.38549114200937
-475.0,-161.0,1.3019013115538935
-475.0,-164.0,2.528479564188819
-475.0,-167.0,1.6711461932621283
-475.0,-170.0,0.40167435777572896
-475.0,-173.0,5.10211629234246
-475.0,-176.0,0.9076880209279524
-475.0,-179.0,1.8619916204678124
-475.0,-182.0,3.423064083460199
-475.0,-185.0,0.41444780039961193
-472.0,655.0,4.880937067706591
-472.0,652.0,6.261558784220535
-472.0,649.0,0.3835264986558447
-472.0,646.0,5.013194469155672
-472.0,643.0,1.095795748436906
-472.0,640.0,2.9115890150124852
-472.0,637.0,0.4720577337529231
-472.0,634.0,4.35970047690104
-472.0,631.0,3.3312149440208154
-472.0,628.0,0.2609472705847609
-472.0,625.0,2.1897646869003276
-472.0,622.0,3.1284833312204
-472.0,619.0,2.1841905968213893
-472.0,616.0,3.8804366713172973
-472.0,613.0,3.2198794770402808
-472.0,610.0,2.7442515964872385
-472.0,607.0,5.239166964993492
-472.0,604.0,5.88864864819983
-472.0,601.0,0.4742262887322109
-472.0,598.0,3.5272956819338956
-472.0,595.0,5.140267802495654
-472.0,592.0,3.1531993330278762
-472.0,-140.0,2.7421782480805637
-472.0,-143.0,3.9162838798123354
-472.0,-146.0,4.635402155526388
-472.0,-149.0,2.6923787691718104
-472.0,-152.0,3.2739200609530155
-472.0,-155.0,3.585550238910319
-472.0,-158.0,0.4783141087767829
-472.0,-161.0,5.858212432277143
-472.0,-164.0,3.8445650639571407
-472.0,-167.0,4.681659472859279
-472.0,-170.0,2.627197255736823
-472.0,-173.0,5.824493934529278
-472.0,-176.0,5.764854104391087
-472.0,-179.0,0.1936330308551006
-472.0,-182.0,0.28181194287447947
-472.0,-185.0,3.402446229729638
-469.0,652.0,3.0005913064233516
-469.0,649.0,2.7033834813124153
-469.0,646.0,1.6670519989368133
-469.0,643.0,1.1844682831256332
-469.0,640.0,2.138844340086474
-469.0,637.0,2.0787102412904
-469.0,634.0,0.6670706888212077
-469.0,631.0,5.226485808542878
-469.0,628.0,1.227043835999049
-469.0,625.0,4.270106513077047
-469.0,622.0,3.661981208412061
-469.0,619.0,5.688366444172835
-469.0,616.0,4.667006227508831
-469.0,613.0,1.3906379583335322
-469.0,610.0,2.8977832707977744
-469.0,607.0,4.625848053689152
-469.0,604.0,1.5153501776688927
-469.0,601.0,0.7584386749321582
-469.0,598.0,4.040067111010829
-469.0,595.0,3.2852837281857075
-469.0,592.0,0.6672787741630126
-469.0,-140.0,0.6072802996100803
-469.0,-143.0,3.870452022554888
-469.0,-146.0,3.1058441020756415
-469.0,-149.0,3.5173209834208032
-469.0,-152.0,5.313773392747528
-469.0,-155.0,0.46212312583535164
-469.0,-158.0,6.023203549116245
-469.0,-161.0,0.7368412122260152
-469.0,-164.0,3.5919306083163067
-469.0,-167.0,3.8188382917642634
-469.0,-170.0,3.0940707624133745
-469.0,-173.0,4.37326457268741
-469.0,-176.0,5.435898711506324
-469.0,-179.0,5.9727337097485425
-469.0,-182.0,2.462669948617731
-469.0,-185.0,4.775733207793262
-466.0,661.0,4.729625382936855
-466.0,655.0,6.05339514708876
-466.0,652.0,0.26091311786080684
-466.0,649.0,1.6043885517284882
-466.0,646.0,4.08966950576121
-466.0,643.0,3.6981532966140227
-466.0,640.0,3.046439833218166
-466.0,637.0,1.8957530380086003
-466.0,634.0,3.9129184798083196
-466.0,631.0,5.206553358560728
-466.0,628.0,1.1652558888532996
-466.0,625.0,2.523827564368994
-466.0,622.0,1.9268512218361433
-466.0,619.0,1.4153788620042393
-466.0,616.0,3.3859939713854406
-466.0,613.0,4.980027274583987
-466.0,610.0,3.664102668479478
-466.0,607.0,0.39885985415324865
-466.0,604.0,3.0495475881858622
-466.0,601.0,2.2066965889975774
-466.0,598.0,6.2569509914005526
-466.0,595.0,4.0271920563312085
-466.0,592.0,2.438282305239257
-466.0,-140.0,4.20844426452643
-466.0,-143.0,2.822458028604751
-466.0,-146.0,5.611456935110234
-466.0,-149.0,1.752826766983841
-466.0,-152.0,4.904370692211344
-466.0,-155.0,5.84510214093626
-466.0,-158.0,2.225494237250398
-466.0,-161.0,6.211206093240379
-466.0,-164.0,5.972806201056075
-466.0,-167.0,5.569878746772273
-466.0,-170.0,1.4596417152087677
-466.0,-173.0,4.202039593353444
-466.0,-176.0,4.8914626514329855
-466.0,-179.0,1.251356284518032
